event_type,event_timestamp,example_number,prompt_tokens,completion_tokens,total_tokens,llm_text_input,llm_text_output,llm_new_token,llm_name,tool_name,function_name,function_id,parent_function_name,parent_function_id,UUID,framework,NOVA-Event-ID,NOVA-Requests-Remaining-In-Event,NOVA-Time-To-Next-Event,NOVA-Time-To-Event-End,NOVA-Predicted-OSL,NOVA-Time-To-Session-End
LLM_NEW_TOKEN,1748370706.2275121,0,1671,8,1679,,,ame,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,769.9010372161865,14060.48560142517,,14796.999216079712
LLM_NEW_TOKEN,1748370706.250623,0,1671,9,1680,,, pre,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,746.7901706695557,14037.37473487854,,14773.888349533081
LLM_NEW_TOKEN,1748370706.2516263,0,1671,10,1681,,,sent ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,745.7869052886963,14036.37146949768,,14772.885084152222
LLM_NEW_TOKEN,1748370706.2604253,0,1671,11,1682,,,in the ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,736.987829208374,14027.572393417358,,14764.0860080719
LLM_NEW_TOKEN,1748370706.2719984,0,1671,12,1683,,,file R,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,725.4147529602051,14015.99931716919,,14752.51293182373
LLM_NEW_TOKEN,1748370706.282562,0,1671,13,1684,,,ache,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,714.8511409759521,14005.435705184937,,14741.949319839478
LLM_NEW_TOKEN,1748370706.293968,0,1671,14,1685,,,l,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,703.4451961517334,13994.029760360718,,14730.543375015259
LLM_NEW_TOKEN,1748370706.3056095,0,1671,15,1686,,, D,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,691.8036937713623,13982.388257980347,,14718.901872634888
LLM_NEW_TOKEN,1748370706.316229,0,1671,16,1687,,,avis.,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,681.1840534210205,13971.768617630005,,14708.282232284546
LLM_NEW_TOKEN,1748370706.3274615,0,1671,17,1688,,,jpg,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,669.9516773223877,13960.536241531372,,14697.049856185913
LLM_NEW_TOKEN,1748370706.3484242,0,1671,18,1689,,,", I ne",,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,648.9889621734619,13939.573526382446,,14676.087141036987
LLM_NEW_TOKEN,1748370706.3494682,0,1671,19,1690,,,ed to f,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,647.9449272155762,13938.52949142456,,14675.043106079102
LLM_NEW_TOKEN,1748370706.3625937,0,1671,20,1691,,,irst,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,634.819507598877,13925.404071807861,,14661.917686462402
LLM_NEW_TOKEN,1748370706.3717422,0,1671,21,1692,,, uplo,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,625.6709098815918,13916.255474090576,,14652.769088745117
LLM_NEW_TOKEN,1748370706.382026,0,1671,22,1693,,,ad ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,615.3872013092041,13905.971765518188,,14642.48538017273
LLM_NEW_TOKEN,1748370706.3933494,0,1671,23,1694,,,the ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,604.0637493133545,13894.648313522339,,14631.16192817688
LLM_NEW_TOKEN,1748370706.4042633,0,1671,24,1695,,,file to,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,593.1499004364014,13883.734464645386,,14620.248079299927
LLM_NEW_TOKEN,1748370706.4154897,0,1671,25,1696,,, the,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,581.9234848022461,13872.50804901123,,14609.021663665771
LLM_NEW_TOKEN,1748370706.4263203,0,1671,26,1697,,, ser,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,571.0928440093994,13861.677408218384,,14598.191022872925
LLM_NEW_TOKEN,1748370706.4375248,0,1671,27,1698,,,ver ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,559.8883628845215,13850.472927093506,,14586.986541748047
LLM_NEW_TOKEN,1748370706.448847,0,1671,28,1699,,,and get,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,548.5661029815674,13839.150667190552,,14575.664281845093
LLM_NEW_TOKEN,1748370706.464239,0,1671,29,1700,,, th,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,533.1742763519287,13823.758840560913,,14560.272455215454
LLM_NEW_TOKEN,1748370706.4724386,0,1671,30,1701,,,e o,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,524.9745845794678,13815.559148788452,,14552.072763442993
LLM_NEW_TOKEN,1748370706.4827888,0,1671,31,1702,,,bjec,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,514.6243572235107,13805.208921432495,,14541.722536087036
LLM_NEW_TOKEN,1748370706.4928575,0,1671,32,1703,,,t_id of t,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,504.55570220947266,13795.140266418457,,14531.653881072998
LLM_NEW_TOKEN,1748370706.5033891,0,1671,33,1704,,,he up,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,494.02403831481934,13784.608602523804,,14521.122217178345
LLM_NEW_TOKEN,1748370706.5153859,0,1671,34,1705,,,l,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,482.0272922515869,13772.611856460571,,14509.125471115112
LLM_NEW_TOKEN,1748370706.5258605,0,1671,35,1706,,,oaded,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,471.55261039733887,13762.137174606323,,14498.650789260864
LLM_NEW_TOKEN,1748370706.537405,0,1671,36,1707,,, ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,460.0081443786621,13750.592708587646,,14487.106323242188
LLM_NEW_TOKEN,1748370706.5478728,0,1671,37,1708,,,fi,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,449.540376663208,13740.124940872192,,14476.638555526733
LLM_NEW_TOKEN,1748370706.559033,0,1671,38,1709,,,le. ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,438.38024139404297,13728.964805603027,,14465.478420257568
LLM_NEW_TOKEN,1748370706.5700114,0,1671,39,1710,,,Then,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,427.4017810821533,13717.986345291138,,14454.499959945679
LLM_NEW_TOKEN,1748370706.5810726,0,1671,40,1711,,,", I ",,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,416.34058952331543,13706.9251537323,,14443.43876838684
LLM_NEW_TOKEN,1748370706.5925138,0,1671,41,1712,,,can use ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,404.89935874938965,13695.483922958374,,14431.997537612915
LLM_NEW_TOKEN,1748370706.6032453,0,1671,42,1713,,,the e,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,394.1679000854492,13684.752464294434,,14421.266078948975
LLM_NEW_TOKEN,1748370706.6144745,0,1671,43,1714,,,xtrac,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,382.9386234283447,13673.52318763733,,14410.03680229187
LLM_NEW_TOKEN,1748370706.6340122,0,1671,44,1715,,,t_d,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,363.400936126709,13653.985500335693,,14390.499114990234
LLM_NEW_TOKEN,1748370706.659601,0,1671,45,1716,,,ata_tool,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,337.8121852874756,13628.39674949646,,14364.910364151001
LLM_NEW_TOKEN,1748370706.6605544,0,1671,46,1717,,, to ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,336.85874938964844,13627.443313598633,,14363.956928253174
LLM_NEW_TOKEN,1748370706.661267,0,1671,47,1718,,,extra,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,336.14611625671387,13626.730680465698,,14363.24429512024
LLM_NEW_TOKEN,1748370706.6731381,0,1671,48,1719,,,ct th,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,324.27501678466797,13614.859580993652,,14351.373195648193
LLM_NEW_TOKEN,1748370706.6801872,0,1671,49,1720,,,e da,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,317.2259330749512,13607.810497283936,,14344.324111938477
LLM_NEW_TOKEN,1748370706.701642,0,1671,50,1721,,,ta fr,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,295.77112197875977,13586.355686187744,,14322.869300842285
LLM_NEW_TOKEN,1748370706.7027082,0,1671,51,1722,,,om ,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,294.7049140930176,13585.289478302002,,14321.803092956543
LLM_NEW_TOKEN,1748370706.7136972,0,1671,52,1723,,,the fi,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,283.71596336364746,13574.300527572632,,14310.814142227173
LLM_NEW_TOKEN,1748370706.7243176,0,1671,53,1724,,,l,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,273.09560775756836,13563.680171966553,,14300.193786621094
LLM_NEW_TOKEN,1748370706.7356768,0,1671,54,1725,,,"e.

Act",,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,261.7363929748535,13552.320957183838,,14288.834571838379
LLM_NEW_TOKEN,1748370706.7466006,0,1671,55,1726,,,ion: u,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,250.81253051757812,13541.397094726562,,14277.910709381104
LLM_NEW_TOKEN,1748370706.7578657,0,1671,56,1727,,,pload,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,239.5474910736084,13530.132055282593,,14266.645669937134
LLM_NEW_TOKEN,1748370706.7694743,0,1671,57,1728,,,_,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,227.93889045715332,13518.523454666138,,14255.037069320679
LLM_NEW_TOKEN,1748370706.7795868,0,1671,58,1729,,,files_,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,217.82636642456055,13508.410930633545,,14244.924545288086
LLM_NEW_TOKEN,1748370706.7913215,0,1671,59,1730,,,"tool
A",,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,206.09164237976074,13496.676206588745,,14233.189821243286
LLM_NEW_TOKEN,1748370706.801652,0,1671,60,1731,,,c,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,195.76120376586914,13486.345767974854,,14222.859382629395
LLM_NEW_TOKEN,1748370706.8130927,0,1671,61,1732,,,tio,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,184.32044982910156,13474.905014038086,,14211.418628692627
LLM_NEW_TOKEN,1748370706.8234947,0,1671,62,1733,,,n Inp,,,react_agent,a8a24845-5999-45bc-b26c-229e9f05b8f7,root,a8a24845-5999-45bc-b26c-229e9f05b8f7,ca4340cf-2916-407c-85b5-d42391bca284,langchain,react_agent,3.0,173.9184856414795,13464.503049850464,,14201.016664505005
